"priref","term","termbeschrijving"
"23594","minimal art","Stijl die betrekking kan hebben op in principe alle kunstvormen, met inbegrip van de literatuur, de ontwerpkunst, de muziek, de beeldende kunst en de performancekunst, en die wordt gekenmerkt door een 'kale' eenvoud, ontdaan van iedere vorm van decoratie. Binnen de muziek verwijst deze term specifiek naar een stijl die in de jaren 60 in de Verenigde Staten ontstond en die wordt gekenmerkt door het langdurig herhalen van korte passages zonder enige harmonische variatie. Binnen de context van de beeldende kunst verwijst de term naar de abstracte kunststroming en stijl die met name op het gebied van de beeldhouwkunst tot bloei kwamen in het midden en het einde van de jaren 60. Deze stroming bepleitte het terugbrengen van de kunst tot een toestand van niet-kunst door middel van het uitbannen van alle natuurlijke en culturele elementen, met als resultaat een kunstwerk dat wordt gekenmerkt door zuivere, eenvoudige vormen en willekeurig geplaatste objecten."
"23595","Nazareners (stijl)","Verwijst in specifieke zin naar het werk van de 'Lukasbrüder', een groepering die in 1809 in Wenen werd opgericht door Friedrich Overbeck, en die later de spottende bijnaam 'Nazareners' zou krijgen. De stijl is anti-academisch en kopieert technieken uit de late Middeleeuwen en vroege Renaissance, met name van Dürer en Perugino. De nadruk ligt op christelijke en morele waarden; technische virtuositeit is van ondergeschikt belang."
"23620","prerafaëlieten","Verwijst naar de stijl in de beeldende kunst die voortkwam uit de Prerafaëlitische broederschap, een groep Engelse kunstenaars die actief was van 1848 tot 1853 en die werd geïnspireerd door de Italiaanse kunstenaars vóór Rafaël. De stijl kenmerkt zich door romantische en Middeleeuwse thema's met een moraliserende ondertoon, heldere kleuren en verfijnde gedetailleerde composities."
"23694","Divisionisme",""
"24047","Young British Artists","Verwijst naar het werk van een groep kunstenaars die exposeerden in Londen aan het eind van de jaren 80 en de jaren 90 van de 20ste eeuw. Het werk vormde een reactie op minimalistische en conceptuele kunst, en kenmerkt zich door een nadruk op multimedia, gladde en zelfbewuste promotie van kunst en exposities, ingenieuze, literaire titels, en een ironische, schokkende beeldtaal."
"24164","Senegalees","Stijl en cultuur van de mensen uit Senegal."
"26495","Ghanees","Stijl en cultuur van de mensen uit het land Ghana."
"26608","glazenier","Mensen of rechtspersonen die kunstwerken ontwerpen en maken van glas in lood: ramen of andere objecten van glas, dat in gesmolten staat wordt gekleurd door er metaaloxides aan toe te voegen."
"26682","Angolees","Stijl en cultuur van de mensen uit Angola, een republiek (voorheen een Portugese kolonie) in het zuidwesten van Afrika."
"26689","Congolees","Nationaliteit, stijlen en culturen van de mensen uit de Democratische Republiek Congo."
"26694","Ethiopisch","Stijl en cultuur van de mensen uit het moderne land Ethiopië, of van het volk dat hier leefde in de oudheid."
"26700","Ivoriaans","Stijl en cultuur van Ivoorkust."
"26702","Kameroens","Stijl en cultuur van het land Kameroen, dat de verbinding vormt tussen West- en Centraal-Afrika."
"26703","Keniaans","Stijl en cultuur van Kenia."
"26706","Libisch","Stijl en cultuur van bewoners van het grote oude land Libië of van de moderne staat Libië, in Noord-Afrika."
"26713","Mozambikaans","Stijl en cultuur van het land Mozambique."
"26716","Nigeriaans",""
"26732","Zimbabwaans","Stijl en cultuur van Zimbabwe of van zwarte Rhodesiërs in het vroegere Rhodesië."
"26859","Vlaams","Verwijst naar de cultuur van de zuidelijke Nederlanden, het gebied dat globaal samenvalt met het huidige België, Luxemburg en een deel van Frankrijk, vooral tijdens de historische periode waarin Vlaanderen een onafhankelijk prinsdom was."
"26873","Georgisch (West-Aziatisch)","Refers to the style and culture of modern Georgia, in the Caucasus region of Eurasia."
"27786","Costa Ricaans","Nationaliteit, stijl en cultuur van Costa Rica in Midden-Amerika."
"27787","Dominicaans","Nationality, culture, and style of the Dominican Republic on the island of Hispaniola, part of the Greater Antilles archipelago in the Caribbean region."
"27790","Nicaraguaans",""
"27791","Paraguayaans",""
"27796","kunstcriticus","People who report on, write about, analyze, or evaluate works of art, usually contemporary works."
"27846","Singaporees","Nationality or culture of Singapore, a Southeast Asian island."
"27934","Sri Lankaans",""
"27945","Macedonisch","The culture and style related to the modern Republic of Macedonia in southeastern Europe."
"28222","Macchiaioli","Groep kunstenaars uit de jaren 50 van de 19e eeuw, afkomstig uit verschillende regio's van Italië, die braken met de academisch geschoolde kunst en zich verzamelden in het koffiehuis ""Michelangiolo"" in Florence. De stijl wordt gekenmerkt door een continu en effectief contrast van licht en kleur. Parallellen met Barbizon en Impressionisme. Bron: http://sisf.comune.fi.it/sisf/scuole/medie/cavalcanti/macchia/macchiaioli.htm"
"28291","post-kubisme",""
"28583","zilversmid","Metaalbewerkers die zijn gespecialiseerd in het werken met zilver, in het bijzonder in het maken van sieraden en tafelgerei."
"28616","bouwmeester","Mensen met een erkende vaardigheid in de bouwkunst, met name zij die bevoegd zijn om toezicht te leveren op bouwprojecten."
"28617","prentkunstenaar","Personen die tekeningen en andere kunstvoorwerpen voorbereiden, ontwerpen en ontwikkelen en die de middelen om grafische schone kunst te drukken, klaarmaken. Gebruik 'drukkers' voor personen die commercieel drukwerk doen."
"28810","karikatuur","Beeldende werken, vaak portretten, waarbij bepaalde trekken of kenmerken sterk overdreven zijn weergegeven met de bedoeling de afgebeelde te bespotten of om een komisch effect te bereiken."
"29148","kunstnijveraar","Kunstenaars die decoratieve kunst maken. Zulke kunst is doorgaans utilitair van vorm of functie, maar heeft daarnaast esthetische waarde door het ontwerp, de decoratie of versiering. Het betreft aardewerk, meubilair, textiel en andere huishoudelijke of gebruiksvoorwerpen."
"29217","arbeidersvoorstelling","Voorstellingen van vertegenwoordigers van de lagere klassen, tijdens het werk of in ruste. Het begrip omvat zowel arbeiders op het land als fabrieksarbeiders in de kunst vanaf de 19de eeuw."
"29270","kat (onderdeel verdedigingswerk)","Verhoogde verdedigbare werken die zijn gebouwd binnen een versterkte ruimte, of door belegeraars erbuiten om vijandelijke posities binnen schootsafstand te dirigeren."
"29339","Amsterdamse Joffers",""
"29435","Indonesisch genre","Voorstellingen van cultuur, natuur en dagelijks leven in voormalig Nederlands-Indië en het huidige Indonesië."
"29718","ontwerpbureau","Studios in which one or more master designers create designs, supervise assistants, and instruct pupils."
"29719","kunstenaarsgroep",""
"29745","Oekraïens","Refers to the culture of the modern nation of Ukraine, or to the cultures that have occupied the principal lands of historic Ukraine in Eastern Europe north of the Black Sea."
"29772","kunsttheoreticus","Zij die een theorie of theorieën over beeldende kunst schrijven, bedenken, promoten, onderzoeken of verkondigen."
"29812","Cypriotisch","Verwijst naar de cultuur van het eiland Cyprus, in het bijzonder gedurende de Bronstijd van circa 2300 tot 1050 v. Chr."
"29813","Monegaskisch","Nationality or culture of Monaco, a small independent principality on the Mediterranean coast of France."
"29850","Jemenitisch","Nationality, style, and culture of Yemen, Western Asia."
"29861","Moldavisch","Nationaliteit, stijl en cultuur van Moldavië in Oost-Europa."
"29877","Oezbeeks",""
"30170","Maleisisch","Verwijst naar de culturen die floreerden in de regio van de moderne natie Maleisië die bestond uit het Maleisisch Schiereiland en de oostelijke regio van het eiland Borneo. De kunststijl in deze regio is een synthese van inheemse en uitheemse invloeden vanuit China, India, de Arabische wereld en het westen, die mogelijk werd gemaakt door middel van kolonisatie en handel. In de schilder- en beeldhouwkunst in deze regio worden vanwege islamitische voorschriften zelden menselijke figuren afgebeeld. De productie in decoratieve kunsten is breder en omvat batikstoffen en andere verfijnde weefsels, zilverwerk, handgemaakte krissen, houtsnijwerk, mandenwerk en verschillende andere handgemaakte producten."
"30213","abstractie","Voorstellingen die geen representatie zijn van zaken uit de visuele werkelijkheid, maar met vorm en kleur hun effect bereiken."
"31823","kunstverzamelaar","Verzamelaars die zich specialiseren in het verwerven van beeldende kunst."
"31824","verzamelaar","In het algemeen een persoon die specimens, kunstwerken of curiosa verzamelt."
"32194","Taiwanees","Nationality, styles, or culture of Taiwan, East Asia."
"32317","Mongolisch","Nationaliteit, cultuur of stijl van de moderne staat Mongolië. Gebruik 'Mongools (cultuur of stijl)' voor de historische Centraal-Aziatische etnische groep van nauw verwante tribale volkeren die vooral op de Mongoolse Hoogvlakte leven."
"32318","Thais","Verwijst naar de stijl en cultuur van het gebied dat bekend is als het huidige Thailand. De artistieke productie richt zich voornamelijk op het vervaardigen van porselein en aardewerk, schilderkunst, beeldhouwkunst en architectuur en vertoont stilistische invloeden uit China, India en andere regio's en culturen in Zuidoost-Azië. Tempelstijlen in dit gebied imiteren met name hindoeïstische en boeddhistische modellen, met unieke variaties."
"32529","oriëntalisme","Kenmerken van oosterse kunst of cultuur die voorkomen in westerse gebruiken en gewoontes."
"32785","kunsthistoricus","Zij die zijn gespecialiseerd in kunstgeschiedenis."
"32791","conservator","Personen die een leidinggevende of beherende taak uitvoeren met betrekking tot de collecties, tentoonstellingen, onderzoeksactiviteiten en medewerkers van een museum, kunstgalerie of dierentuin, of een andere tentoonstellingslocatie; verwijst tevens naar personen die hoofdverantwoordelijk zijn voor een collectie of onderzoeksthema binnen een dergelijke instelling."
"32792","museumdirecteur","Verwijst naar het officiële hoofd van een museum, dat wil zeggen een instelling waar waardevolle objecten zoals kunstwerken, oude voorwerpen, wetenschappelijke specimens of andere artefacten worden bewaard en tentoongesteld aan het publiek."
"32994","bedrijf","Gewoonlijk te gebruiken voor een groep mensen die in een bepaalde commerciële of industriële onderneming werkzaam is."
"33117","Pakistaans","Refers to the style and culture of modern Pakistan."
"33172","science fiction","Verwijst naar een type fictie dat in de 20ste eeuw als zodanig bekend werd, hoewel er ook in de 19de eeuw al enkele voorlopers waren, als reactie op de toenemende controverse ten aanzien van de invloed van de wetenschap op de maatschappij en het individu. In het algemeen heeft de term betrekking op fictie met fantasie als basis, maar ook met plausibele elementen, en waarin toekomstbeelden van de maatschappij een rol spelen die tot stand zijn gekomen door het extrapoleren van wetenschappelijke principes. Belangrijke voorbeelden in dit genre uit de 19de eeuw zijn 'Frankenstein' van Mary Shelley (1818) en 'Strange Case of Dr. Jekyll and Mr. Hyde' (1886) van Robert Louis Stevenson; voorbeelden uit de 20ste eeuw zijn werken van Jules Verne, H.G. Wells, Hugo Gernsback en Isaac Asimov. Later in de 20ste eeuw komen sciencefictionelementen voor in werken van Kurt Vonnegut, C.S. Lewis en Ray Bradbury, met toekomstscenario's voor de menselijke maatschappij en de mogelijke gevolgen van ruimtereizen en buitenaards leven."
"33369","zilverfabriek",""
"33375","ondernemer","Te gebruiken voor personen die een zakelijke onderneming organiseren, leiden en gewoonlijk ook bezitten en het daarbij behorende risico van winst of verlies op zich nemen."
"33378","pottenbakkerij","Plaatsen waar aarden potten of vaten worden gemaakt."
"33380","glasfabrikant","Werkplaatsen of anderen die glas in verschillende vormen of voorwerpen van glas maken."
"33462","Ecuadoraans","Stijl en cultuur van de mensen uit het land Ecuador, of van de vroegere Quechua en andere indiaanse volkeren die in het gebied leefden."
"33593","acteur","Personen die met bewegingen, gebaren, gezichtsuitdrukkingen, gesproken teksten en intonaties een fictief personage ten tonele voeren in een theater of voor een film- of televisieproductie."
"33855","Jamaicaans",""
"33993","sprookje","Verhalen die zich afspelen in een ver verleden en waarin gebeurtenissen worden beschreven die in de echte wereld onmogelijk zouden kunnen plaatsvinden. Hoewel het vaak magische verhalen zijn waarin allerlei fantasiefiguren voorkomen, worden de hoofdrollen door mensen vertolkt."
"34452","lijstenmaker","Mensen of bedrijven die lijsten maken en/of versieren: behuizingen of constructies rondom items zoals kunstwerken, spiegels of documenten."
"34453","lijstenvergulder",""
"34466","School van Emilia",""
